question_number,question_text,question_category,year,source,sub_category
92,"Consider the following statements:
Statement-I:
India does not import apples from the United States of America.
Statement-II:
India, the law prohibits the import of Genetically Modified food without the approval of the competent authority.
Which one of the following is correct in respect of the above statements?
(a) Both Statement-I and Statement-II are correct and Statement-II explains Statement-I
(b) Both Statement-I and Statement-II are correct, but Statement-II does not explain Statement-I
(c) Statement-I is correct, but Statement-II is incorrect
(d) Statement-I is incorrect, but Statement-II is correct",Agriculture,2024,,
93,"With reference to the Speaker of the Lok Sabha, consider the following statements:
1.  While any resolution for the removal of the Speaker of the Lok Sabha is under consideration He/She shall not preside.
2.  He/She shall not have the right to speak.
3.  He/She shall not be entitled to vote on the resolution in the first instance.
Which of the statements given above is/are correct?
(a) 1 only
(b) 1 and 2 only
(c) 2 and 3 only
(d) 1, 2 and 3",Polity,2024,,
94,"With reference to the Indian Parliament:
1.  A bill pending in the Lok Sabha lapses on its dissolution.
2.  A bill passed by the Lok Sabha and pending in the Rajya Sabha lapses on the dissolution of the Lok Sabha.
3.  A bill in regard to which the President of India notified his/her intention to summon the Houses to a joint sitting lapses on the dissolution of the Lok Sabha.
Which of the statements given above is/are correct?
(a) 1 only
(b) 1 and 2 only
(c) 2 and 3 only
(d) 3 only",Polity,2024,Notes,Bill
95,"With reference to the Parliament of India, consider the following statements:
1.  Prorogation of a House by the President of India does not require the advice of the Council of Ministers.
2.  Prorogation of a House is generally done after the House is adjourned sine die but there is no bar to the President of India prorogating the House which is in session.
3.  Dissolution of the Lok Sabha is done by the President of India who, save in exceptional circumstances, does so on the advice of the Council of Ministers.
Which of the statements given above is/are correct?
(a) 1 only
(b) 1 and 2 only
(c) 2 and 3
(d) 3 only",Polity,2024,Notes,House functioning
96,"Consider the following statements:
Statement-I:
The European Parliament approved The Net-Zero Industry Act recently.
Statement-II:
The European Union intends to achieve carbon neutrality by 2040 and therefore aims to develop all of its own clean technology by that time.
Which one of the following is correct in respect of the above statements?
(a) Both Statement-I and Statement-II are correct and Statement-II explains Statement-I
(b) Both Statement-I and Statement-II are correct, but Statement-II does not explain Statement-I
(c) Statement-I is correct, but Statement-II is incorrect
(d) Statement-I is incorrect, but Statement-II is correct",International Relations,2024,Current affairs,
97,"Consider the following statements:
Statement-I:
Recently, Venezuela has achieved a rapid recovery from its economic crisis and succeeded in preventing its people from fleeing/emigrating to other countries.
Statement-II:
Venezuela has the world's largest oil reserves.
Which one of the following is correct in respect of the above statements?
(a) Both Statement-I and Statement-II are correct and Statement-II explains Statement-I
(b) Both Statement-I and Statement-II are correct, but Statement-II does not explain Statement-I
(c) Statement-I is correct, but Statement-II is incorrect
(d) Statement-I is incorrect, but Statement-II is correct",International Relations,2024,Current affairs,
98,"With reference to the Digital India Land Records Modernisation Programme, consider the following statements:
1.  To implement the scheme, the Central Government provides 100% funding.
2.  Under the Scheme, Cadastral Maps are digitised.
3.  An initiative has been undertaken to transliterate the Records of Rights from local language to any of the languages recognized by the Constitution of India.
Which of the statements given above is/are correct?
(a) 1 and 2 only
(b) 2 and 3 only
(c) 1 and 3 only
(d) 1, 2 and 3",Polity,2024,,
99,"With reference to the Pradhan Mantri Surakshit Matritva Abhiyan', consider the following statements:
1.  This scheme guarantees a minimum package of antenatal care services to women in their second and third trimesters of pregnancy and six months post-delivery health care service in any government health facility.
2.  Under this scheme, private sector health care providers of certain specialities can volunteer to provide services at nearby government health facilities.
Which of the statements given above is/are correct?
(a) 1 only
(b) 2 only
(c) Both 1 and 2
(d) Neither 1 nor 2",Polity,2024,,Scheme
100,"With reference to the Pradhan Mantri Shram Yogi Maan-dhan (PM-SYM) Yojana, consider the following statements:
1.  The entry age group for enrolment in the scheme is 21 to 40 years.
2.  Age specific contribution shall be made by the beneficiary.
3.  Each subscriber under the scheme shall receive a minimum pension of ₹ 3,000 per month after attaining the age of 60 years.
4.  Family pension is applicable to the spouse and unmarried daughters.
Which of the statements given above is/are correct?
(a) 1, 3 and 4
(b) 2 and 3 only
(c) 2 only
(d) 1, 2 and 4",Polity,2024,,Scheme
1,"Jhelum River passes through Wular Lake. 
Krishna River directly feeds Kolleru Lake. 
Meandering of Gandak River formed Kanwar Lake. 
How many of the statements given above are correct?
(a) Only one
(b) Only two
(c) All three
(d) None",Geography,2023,Notes,
2,"Consider the following pairs:
Port	Well known as
1. Kamarajar Port	First major port in India registered as a company
2. Mundra Port	Largest privately owned port in India
3. Visakhapatnam Port	Largest container port in India
How many of the above pairs are correctly matched?
(a) Only one pair
(b) Only two pairs
(c) All three pairs
(d) None of the pairs",Geography,2023,,
3,"Consider the following trees:
1. Jackfruit (Artocarpus heterophyllus)
2. Mahua (Madhuca indica)
3. Teak (Tectona grandis)
How many of the above are deciduous trees?
(a) Only one
(b) Only two
(c) All three
(d) None",Environment and Ecology,2023,,
4,"Consider the following statements:
1. India has more arable area than China.
2. The proportion of irrigated area is more in India as compared to China.
3. The average productivity per hectare in Indian agriculture is higher than that in China.
How many of the above statements are correct?
(a) Only one
(b) Only two
(c) All three
(d) None",Agriculture,2023,,
5,"Which one of the following is the best example of repeated falls in sea level, giving rise to present-day extensive marshland?
(a) Bhitarkanika Mangroves
(b) Marakkanam Salt Pans
(c) Naupada Swamp
(d) Rann of Kutch",Geography,2023,,
6,"Ilmenite and rutile, abundantly available in certain coastal tracts of India, are rich sources of which one of the following?
(a) Aluminium
(b) Copper
(c) Iron
(d) Titanium",Geography,2023,,
7,"About three-fourths of world's cobalt, a metal required for the manufacture of batteries for electric motor vehicles, is produced by
(a) Argentina
(b) Botswana
(c) the Democratic Republic of the Congo
(d) Kazakhstan",Geography,2023,,
8,"Which one of the following is a part of the Congo Basin?
(a) Cameroon
(b) Nigeria
(c) South Sudan
(d) Uganda",Geography,2023,,
9,"Consider the following statements:
1. Amarkantak Hills are at the confluence of Vindhya and Sahyadri Ranges.
2. Biligirirangan Hills constitute the easternmost part of Satpura Range.
3. Seshachalam Hills constitute the southernmost part of Western Ghats.
How many of the statements given above are correct?
(a) Only one
(b) Only two
(c) All three
(d) None",Geography,2023,,
10,"With reference to India's projects on connectivity, consider the following statements:
1. East-West Corridor under Golden Quadrilateral Project connects Dibrugarh and Surat.
2. Trilateral Highway connects Moreh in Manipur and Chiang Mai in Thailand via Myanmar.
3. Bangladesh-China- India-Myanmar Economic Corridor connects Varanasi in Uttar Pradesh with Kunming in China.
How many of the above statements are correct?
(a) Only one
(b) Only two
(c) All three
(d) None",International Relations,2023,,
11,"Consider the following statements:
Statement-I: India, despite having uranium deposits, depends on coal for most of its electricity production.
Statement-II: Uranium, enriched to the extent of at least 60%, is required for the production of electricity.
Which one of the following is correct in respect of the above statements?
(a) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I
(b) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I
(c) Statement-I is correct but Statement-II is incorrect
(d) Statement-I is incorrect but Statement-II is correct",Economics,2023,Notes,
12,"Consider the following statements:
Statement-I: Marsupials are not naturally found in India.
Statement-II: Marsupials can thrive only in montane grasslands with no predators.
Which one of the following is correct in respect of the above statements?
(a) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I
(b) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I
(c) Statement-I is correct but Statement-II is incorrect
(d) Statement-I is incorrect but Statement-II is correct",Environment and Ecology,2023,,
13,"Invasive Species Specialist Group' (that develops Global Invasive Species Database) belongs to which one of the following organizations?
(a) The International Union for Conservation of Nature
(b) The United Nations Environment Programme
(c) The United Nations World Commission for Environment and Development
(d) The World Wide Fund for Nature",Environment and Ecology,2023,,
14,"Consider the following fauna:
1. Lion-tailed Macaque
2. Malabar Civet
3. Sambar Deer
How many of the above are generally nocturnal or most active after sunset?
(a) Only one
(b) Only two
(c) All three
(d) None",Environment and Ecology,2023,,
15,"Which of the following organisms perform waggle dance for others of their kin to indicate the direction and the distance to a source of their food?
(a) Butterflies
(b) Dragonflies
(c) Honeybees
(d) Wasps",Environment and Ecology,2023,,
16,"Consider the following statements:
1. Some mushrooms have medicinal properties.
2. Some mushrooms have psycho-active properties.
3. Some mushrooms have insecticidal properties.
4. Some mushrooms have bioluminescent properties.
How many of the above statements are correct?
(a) Only one
(b) Only two
(c) Only three
(d) All four",Environment and Ecology,2023,,
